ISBNs,ISSN,Título,Abstract,Autor,Ano,CI1,CI2,CI3,CI1_GEMINI,CI2_GEMINI,CI3_GEMINI
979-8-3315-3946-7,,An Application Model of Data Disaster Preparedness Strategy Incorporating Artificial Intelligence in Data Element Governance,"Data security and business continuity are facing serious challenges in the era of digital economy. This paper proposes a data disaster recovery application model integrating artificial intelligence, which contains three core parts: overall architecture design, risk intelligent sensing mechanism, and data element intelligent grading and disaster recovery strategy matching. The model achieves accurate early warning of data risk through deep learning algorithms, intelligent grading of data value based on multi-dimensional assessment, and generates the optimal disaster recovery strategy. Experimental validation shows that the model outperforms traditional disaster recovery methods in terms of warning accuracy, resource utilisation efficiency and system adaptability, providing an efficient and reliable disaster recovery solution for the data element industry.",Y. Zhao; F. Ma; Z. Gao,2025,True,False,True,2.0,2.0,2.0
979-8-3315-3946-7,,Information Security Detection and Analysis Based on Big Data and Artificial Intelligence Technologies,"Facing increasingly complex network security threats, traditional detection methods struggle to meet modern information security requirements. By deeply integrating big data processing technologies with artificial intelligence algorithms, an intelligent security detection and analysis system is constructed to achieve real-time fusion processing of multi-source threat data and intelligent feature recognition. Deep learning algorithms are employed for abnormal behavior analysis, establishing an adaptive detection system that significantly improves threat identification accuracy and detection efficiency. Enterprise network security detection cases validate the effectiveness of the fusion technology.",X. Wei; R. Ma; L. Mu; H. Zhao,2025,True,False,False,3.0,1.0,2.0
979-8-3315-0993-4,2768-1831,Artificial Intelligence Applications in Education Within the Scope of the National Artificial Intelligence Strategy in Turkey,"This study examines AI-based education projects led by Turkey's Ministry of National Education. AI integration aims to enhance student achievement, optimize teaching, and support pedagogical practices. Intelligent tutoring systems, personalized learning platforms, and automated assessments provide individualized learning experiences, improving educational effectiveness. Under Turkey's 2021–2025 National AI Strategy, various initiatives focus on AI applications in teacher training, curriculum integration, and digital education platforms. Notably, the Education Informatics Network (in Turkish EBA) employs AI-powered recommendation systems to track student progress and address learning gaps. This study explores AI in education through teacher training, curriculum integration, student support, and data security. Findings suggest increasing AI adoption, yet ethical concerns, algorithmic bias, and data privacy remain critical challenges. Sustainable policy strategies are recommended to address these issues.",S. Karabatak; S. Ay; M. Karabatak,2025,False,False,False,2.0,5.0,2.0
,2169-3536,A Formal Model for Integrating Consent Management Into MLOps,"In the artificial intelligence (AI) era, data has become increasingly essential for learning and analysis. AI enables automated decision-making that may lead to violation of the General Data Protection Regulation (GDPR). The GDPR is the data protection law within the European Union (EU) that allows individuals (‘data subjects’) to control their personal data. According to the law, automated decision-making can be permitted where data subjects give explicit consent. Therefore, consent management (CM) has become an essential software component for managing data subjects’ data lifecycle and their consent. Bringing machine learning (ML) into production needs machine learning operations (MLOps). MLOps is a set of processes for delivering ML artifacts reliably and efficiently. However, current MLOps frameworks neglect the integration of CM into their processes, leading to the risk of GDPR violations. This research proposes a formal model for integrating CM into MLOps that takes upfront privacy by design (PbD). Finally, we provided a mapping from the formal model to a class diagram as guidelines to integrate CM into MLOps and demonstrated how to apply the proposed class diagram to existing ML developments, such as machine unlearning, in conjunction with the Purchase dataset.",N. Peyrone; D. Wichadakul,2024,True,True,False,7.0,6.0,5.0
,1939-3520,On the Understandability of MLOps System Architectures,"Machine Learning Operations (MLOps) is the practice of streamlining and optimising the machine learning (ML) workflow, from development to deployment, using DevOps (software development and IT operations) principles and ML-specific activities. Architectural descriptions of MLOps systems often consist of informal textual descriptions and informal graphical system diagrams that vary considerably in consistency, quality, detail, and content. Such descriptions only sometimes follow standards or schemata and may be hard to understand. We aimed to investigate informal textual descriptions and informal graphical MLOps system architecture representations and compare them with semi-formal MLOps system diagrams for those systems. We report on a controlled experiment with sixty-three participants investigating the understandability of MLOps system architecture descriptions based on informal and semi-formal representations. The results indicate that the understandability (quantified by task correctness) of MLOps system descriptions is significantly greater using supplementary semi-formal MLOps system diagrams, that using semi-formal MLOps system diagrams does not significantly increase task duration (and thus hinder understanding), and that task correctness is only significantly correlated with task duration when semi-formal MLOps system diagrams are provided.",S. J. Warnett; U. Zdun,2024,True,True,False,,5.0,2.0
978-1-6654-8223-3,,A Survey of Application of Artificial Intelligence Methods in SDN,"With the rapid growth of data information, the pressure on network bandwidth is increasing day by day, and the traditional network architecture can no longer meet the daily needs of users. The birth and development of software-defined networking (SDN) brings new opportunities and challenges to the future network field. Due to its excellent flexibility and programmability, it has greatly improved the performance of the overall network. Coupled with the rapid development of artificial intelligence (AI) in recent years, researchers have begun to realize whether some methods of artificial intelligence can be integrated into SDN to further improve the utilization of network resources and overall network performance. This paper first expounds the background and progress of SDN and artificial intelligence; secondly, it summarizes the research of artificial intelligence in SDN from three aspects: intrusion detection, traffic classification and traffic scheduling; finally, it summarizes and looks forward to the future development trend of artificial intelligence and SDN.",F. Song; D. Qin; C. Xu,2022,False,False,False,2.0,,2.0
979-8-3315-3045-7,,From Ops to Experience: AIOps-Enabled MLOps with Identity-Aware and Customer-Informed Pipelines,"As machine learning (ML) systems become central to enterprise applications, the need for scalable, secure, and user-responsive operational frameworks has intensified. While MLOps has emerged to standardize ML lifecycle management, most current implementations lack intelligent automation, identity-awareness, and mechanisms for incorporating real-time customer feedback. This leads to operational inefficiencies, security vulnerabilities, and reduced model relevance over time. To address these limitations, we propose a novel MLOps framework that integrates AIOps for anomaly detection and self-healing, IAM for policy-based access governance, and customer-informed feedback loops for continuous model adaptation. The architecture is designed for SaaS-based multi-tenant environments and includes unified observability through a telemetry bus. We evaluate the framework using a simulation-based case study in predictive maintenance, tracking key metrics such as Mean Time to Recovery downtime reduction, access anomaly detection, and user satisfaction. Results show over 50% improvement in recovery time, measurable security gains, and increased responsiveness to end-user needs. This study demonstrates the value of combining automation, security, and user-centricity in production-grade ML operations.",S. Singh,2025,True,False,True,7.0,6.0,3.0
978-1-6654-6152-8,,A Multivocal Literature Review of MLOps Tools and Features,"DevOps has become increasingly widespread, with companies employing its methods in different fields. In this context, MLOps automates Machine Learning pipelines by applying DevOps practices. Considering the high number of tools available and the high interest of the practitioners to be supported by tools to automate the steps of Machine Learning pipelines, little is known concerning MLOps tools and their functionalities. To this aim, we conducted a Multivocal Literature Review (MLR) to (i) extract tools that allow for and support the creation of MLOps pipelines and (ii) analyze their main characteristics and features to provide a comprehensive overview of their value. Overall, we investigate the functionalities of 13 MLOps Tools. Our results show that most MLOps Tools support the same features but apply different approaches that can bring different advantages, depending on user requirements.",G. Recupito; F. Pecorelli; G. Catolino; S. Moreschini; D. D. Nucci; F. Palomba; D. A. Tamburri,2022,True,False,False,7.0,3.0,3.0
978-1-6654-9590-5,,Dependency Tracking for Risk Mitigation in Machine Learning (ML) Systems,"In a Machine Learning (ML) system, characteristics of the ML components create new challenges for software system design and development activities. Data-dependent behavior causes risks in ML systems. Dealing with such risks in the development phase requires non-trivial costs due to un-controllable data generation processes in the test phase. In addition, ML systems often need continuous monitoring and validation in run-time. In this paper, we propose an integrated dependency tracking system that balances the cost and risks in the development stage and operation stage. Our solution uses blockchain (an immutable data store) to track the co-evolution of the models and the corresponding datasets. The provenance of data and models provides a trustworthy trace for dependencies between datasets and models at the development phase, and predictions at the operation phase. A graph database is used to provide visualization and query of the provenance information, and enables explainability for the model-data co-evolution.",X. Xu; C. Wang; Z. Wang; Q. Lu; L. Zhu,2022,True,False,False,7.0,5.0,6.0
979-8-3503-3410-4,,A Review of Artificial Intelligence in Education,"Nowadays, cognitive qualities such as learning, adaptation, and decision-making are present in computers, robots, and other artificially modified objects. This was made possible by the development of artificial intelligence (AI)-based technology. The adoption and use of AI in the educational system, particularly by educational institutions, has been widespread and has taken several forms. AI systems have developed from standard Web technologies that have to do with computer systems and online intelligent systems, then with the aid of embedded computer systems and other technologies, to humanoid robots, web-based chatbots, duties/functions instructors either alone or in collaborations, etc. This study aimed to determine how AI systems impact and advance educational systems. Based on a narrative and structure for evaluating AI systems that are identified through analysis, the study primarily focuses on the uses, benefits, impact, and application of AI in teaching, learning, and management of activities in an educational system. The advantages of AI in the educational industry and its future possibilities are discussed in this study. The results of this study would increase teachers' efficiency and effectiveness in managing tasks like assessing and grading student projects and assignments as well as the standard of their instructional activities.",A. E. Ubah; E. P. Onakpojeruo; J. Ajamu; T. R. Mangai; A. M. Isa; N. B. Ayansina; F. Al-Turjman,2022,False,False,False,1.0,2.0,1.0
978-1-4503-7124-7,,Teaching Software Engineering for Al-Enabled Systems,"Software engineers have significant expertise to offer when building intelligent systems, drawing on decades of experience and methods for building systems that are scalable, responsive and robust, even when built on unreliable components. Systems with artificial-intelligence or machine-learning (ML) components raise new challenges and require careful engineering. We designed a new course to teach software-engineering skills to students with a background in ML. We specifically go beyond traditional ML courses that teach modeling techniques under artificial conditions and focus, in lecture and assignments, on realism with large and changing datasets, robust and evolvable infrastructure, and purposeful requirements engineering that considers ethics and fairness as well. We describe the course and our infrastructure and share experience and all material from teaching the course for the first time.",C. Kästner; E. Kang,2020,False,False,True,7.0,6.0,6.0
979-8-3503-8622-6,2156-1133,An MLOps Approach for Deploying Machine Learning Models in Healthcare Systems,"In recent years, there has been a remarkable increase in the use of machine learning (ML) technologies in healthcare settings. Despite this growth, a significant challenge persists: numerous promising initiatives remain confined to research laboratories, unable to make the critical transition into clinical practice. While the gap between research and production deployment affects ML projects across various sectors, the stringently regulated healthcare environment poses unique and heightened challenges. To address these challenges, MLOps has recently emerged as a specialized discipline that combines engineering best practices with operational excellence. Building upon software engineering foundations and DevOps principles, MLOps introduces a systematic approach to automating ML workflows and managing the complete model lifecycle. This paper introduces a practical and comprehensive MLOps-based framework. This framework is designed to facilitate the transformation of experimental ML models into production-ready healthcare solutions. It provides a structured approach that ensures the seamless integration of ML-powered tools into clinical environments and guarantees their reliability and compliance with medical standards, instilling confidence in their effectiveness. We are currently implementing and evaluating this framework within the ""DARE – Digital Lifelong Prevention"" project, a national Italian initiative aiming to harness data analytics to enhance preventive healthcare strategies across different life stages.",G. Mallardi; F. Calefato; L. Quaranta; F. Lanubile,2024,True,True,True,7.0,6.0,6.0
978-1-6654-4470-5,,Practices for Engineering Trustworthy Machine Learning Applications,"Following the recent surge in adoption of machine learning (ML), the negative impact that improper use of ML can have on users and society is now also widely recognised. To address this issue, policy makers and other stakeholders, such as the European Commission or NIST, have proposed high-level guidelines aiming to promote trustworthy ML (i.e., lawful, ethical and robust). However, these guidelines do not specify actions to be taken by those involved in building ML systems. In this paper, we argue that guidelines related to the development of trustworthy ML can be translated to operational practices, and should become part of the ML development life cycle. Towards this goal, we ran a multi-vocal literature review, and mined operational practices from white and grey literature. Moreover, we launched a global survey to measure practice adoption and the effects of these practices. In total, we identified 14 new practices, and used them to complement an existing catalogue of ML engineering practices. Initial analysis of the survey results reveals that so far, practice adoption for trustworthy ML is relatively low. In particular, practices related to assuring security of ML components have very low adoption. Other practices enjoy slightly larger adoption, such as providing explanations to users. Our extended practice catalogue can be used by ML development teams to bridge the gap between high-level guidelines and actual development of trustworthy ML systems; it is open for review and contributions.",A. Serban; K. van der Blom; H. Hoos; J. Visser,2021,True,True,False,7.0,7.0,6.0
979-8-3503-7018-8,,Automating ML Models Using MLOPS,"Machine learning engineering relies on MLOps, a collection of best practises for commercializing models. As fresh data is added, machine learning models can become less effective. ML models can't use all data. To do this, we must reimagine the model by changing the front and back ends. Our project regularly tracks and trains models to overcome this constraint. MLOps (Machine Learning Operations) can help. ML pipeline automation integrates the trained model into the cloud, which can take a dataset as input and output. To quickly update the cloud ML algorithm in response to fresh data, we don't need to change the model. This guarantees the chosen model is valid and can be used with fewer flaws, improving performance. Our main objective is to build a reliable automated pipeline and install, maintain, and optimise machine learning models and systems securely and efficiently.",N. Sirisha; A. Kiran; M. Arshad; M. M,2024,False,False,False,7.0,6.0,2.0
978-1-7281-8143-1,,The Optimization and Application of Blended Teaching Based on Artificial Intelligence,"The intelligent learning space, logical reasoning, deep learning, processing and perception of complex situations contained in artificial intelligence can bring significant changes to the development of blended learning. The influence of artificial intelligence on the blended learning is mainly reflected in breaking the traditional physical space to create the ecology of teacher-student interaction, promoting the personalized development of students' thinking, and optimizing the evaluation methods of students' quality. The paper explores the development of artificial intelligence related to the construction of personalized teaching resources, the promotion of interactive teaching and the integration of classroom teaching and online learning.",G. Zheng,2020,False,False,False,1.0,1.0,1.0
978-1-6654-2709-8,,Application of Artificial Intelligence in Water Conservancy Project Management,"With the continuous improvement of the country’s economic level, all aspects of the country’s construction have achieved world-renowned achievements. Especially in the field of science and technology, major breakthroughs have been made, which are mainly manifested in the use of Internet technology, big data technology and artificial intelligence technology, etc., which have played an important role in the daily life of the people. Artificial intelligence technology is currently the main technological commanding height of competition among countries in the world. This article takes the application of artificial intelligence in water conservancy project management as the topic, and through detailed introduction of its concept, meaning and related methods of application, it will further enhance people’s understanding of artificial intelligence technology to achieve the purpose of providing a reference for the people.",T. Shi; J. Wu,2021,False,False,False,1.0,2.0,1.0
979-8-3315-0219-5,,Designing ML-Enabled Software Systems with ML Model Composition: A Green AI Perspective,"The adoption of Machine Learning (ML) in the past few decades has revolutionized the implementation of traditional software systems, although the concept of ML dates back to the 1950s [2], [17]. ML models do not work in isolation, but are mostly used as parts of larger software systems [8], which are referred to as ML systems or ML-enabled systems [14].",R. Chitakunye,2025,False,False,False,7.0,6.0,5.0
,1558-1721,METTLE: A METamorphic Testing Approach to Assessing and Validating Unsupervised Machine Learning Systems,"Unsupervised machine learning is the training of an artificial intelligence system using information that is neither classified nor labeled, with a view to modeling the underlying structure or distribution in a dataset. Since unsupervised machine learning systems are widely used in many real-world applications, assessing the appropriateness of these systems and validating their implementations with respect to individual users' requirements and specific application scenarios/contexts are indisputably two important tasks. Such assessments and validation tasks, however, are fairly challenging due to the absence of a priori knowledge of the data. In view of this challenge, in this article, we develop a METamorphic Testing approach to assessing and validating unsupervised machine LEarning systems, abbreviated as mettle. Our approach provides a new way to unveil the (possibly latent) characteristics of various machine learning systems, by explicitly considering the specific expectations and requirements of these systems from individual users' perspectives. To support mettle, we have further formulated 11 generic metamorphic relations (MRs), covering users' generally expected characteristics that should be possessed by machine learning systems. We have performed an experiment and a user evaluation study to evaluate the viability and effectiveness of mettle. Our experiment and user evaluation study have shown that, guided by user-defined MR-based adequacy criteria, end users are able to assess, validate, and select appropriate clustering systems in accordance with their own specific needs. Our investigation has also yielded insightful understanding and interpretation of the behavior of the machine learning systems from an end-user software engineering's perspective, rather than a designer's or implementor's perspective, who normally adopts a theoretical approach.",X. Xie; Z. Zhang; T. Y. Chen; Y. Liu; P. -L. Poon; B. Xu,2020,True,False,False,7.0,2.0,2.0
979-8-3503-6301-2,2769-3899,Analysing MLOps and its Applicability in the Maritime Domain through a Systematic Mapping Study,"MLOps (Machine Learning Operations) is an engineering approach to streamline the development, deployment and maintenance of machine learning (ML) solutions in an operational environment. Managing the ML life-cycle at scale poses a variety of challenges which MLOps addresses, from the inter-dependency of various systems and their interoperability to the deployment of scalable pipelines. The maritime industry is no exception to this. This sector encounters distinct challenges in implementing machine learning operations, such as predicting the weather, optimizing shipping routes, and detecting anomalies in vessel behaviour. These requirements are addressed by creating specialized ML models tailored to the maritime domain. However, developing and deploying these models can be challenging due to the complexity of the maritime environment and the need for real-time decision-making. This study uses a systematic mapping analysis to evaluate and index existing literature on frameworks and practices for MLOps solutions that would be suitable for maritime applications. The discussion section addresses recommendations for applying MLOps to the maritime domain, difficulties with implementation and possible solutions, security, privacy, and already-implemented use cases, as well as future perspectives.",A. -R. Morariu; T. Ahmad; B. Iancu; J. Poikonen; J. Björkqvist,2024,True,True,True,7.0,6.0,6.0
979-8-3315-2508-8,,Responsible Generative AI for Software Development Life Cycle,"Software practitioners are driving a paradigm shift in software engineering practices by integrating generative AI technology into software development and lifecycle management. Integration of generative AI to plan, design, develop, test and maintain software brings productivity gains and enables rapid software releases, however it also presents ethical challenges. This paper examines strategies for developing software through integration of responsible Generative AI that endures, emphasizing primarily the ethical considerations, and the responsible use of Generative technology. It covers the benefits and challenges of collaborative development with responsible Generative AI technologies. The paper focuses on responsible use of generative AI considerations which are likely to induce software integrity and trust. The paper presents best practices, audits, assessments and benchmarking concepts for Gen AI integrated software development and lifecycle management. Subsequently, the paper highlights the importance of safeguarding the integrity of the software development lifecycle through incorporating responsible AI principles, mainly fairness, bias mitigation, privacy and data security, transparency and accountability. Lastly, presenting recommendation for built-in and add-on capabilities for responsible use of GenAI integration into SDLC which paves the way to the trusted ecosystem of GenAI integration for software practitioners.",J. A. Shah; G. Bajpai,2025,False,False,False,6.0,7.0,7.0
978-1-4503-9275-4,,Towards a Roadmap on Software Engineering for Responsible AI,"Although AI is transforming the world, there are serious concerns about its ability to behave and make decisions responsibly. Many ethical regulations, principles, and frameworks for responsible AI have been issued recently. However, they are high level and difficult to put into practice. On the other hand, most AI researchers focus on algorithmic solutions, while the responsible AI challenges actually crosscut the entire engineering lifecycle and components of AI systems. To close the gap in operationalizing responsible AI, this paper aims to develop a roadmap on software engineering for responsible AI. The roadmap focuses on (i) establishing multi-level governance for responsible AI systems, (ii) setting up the development processes incorporating process-oriented practices for responsible AI systems, and (iii) building responsible-AI-by-design into AI systems through system-level architectural style, patterns and techniques. CCS CONCEPTS • Software and its engineering;",Q. Lu; L. Zhu; X. Xu; J. Whittle; Z. Xing,2022,True,True,True,,7.0,7.0
978-1-6654-2709-8,,Application of Artificial Intelligence in Large-scale International Wushu (Taolu) Events,"In parallel with China’s high-quality economic development, the country is accelerating its efforts to build an innovative and scientific powerhouse. In 2017, the State Council issued the “New Generation of Artificial Intelligence Development Plan” (Guo Fa [2017] No. 35), proposing a ""three-step"" strategic goal: the first step is to exceed 150 billion yuan in AI core scale by 2020, driving the scale of related industries to exceed 1 trillion yuan. The second step is to 2025, the core scale of artificial intelligence will exceed 400 billion yuan, driving the scale of related industries more than 5 trillion yuan. The third step is that by 2030, the core size of artificial intelligence will exceed 1 trillion yuan. With the rise of a strong sports nation as a national strategy, the development of the sports event industry has also ushered in a golden period. With good development trends in the internationalization of wushu, under the organization of the International Wushu Federation, there have been large international wushu tournaments such as World Wushu Championships, World Junior Wushu Championships, Taolu World Cup, World Kungfu Championships, etc. In the new era, exploring how to fully optimize these types of events through artificial intelligence technology is conducive to enhancing international friendship, spreading and exchanging Chinese wushu culture, as well as the innovative development of wushu event industry.",Y. Ke,2021,False,False,False,1.0,1.0,1.0
,2169-3536,Requirements Engineering in Machine Learning Projects,"Over the last decade, machine learning methods have revolutionized a large number of domains and provided solutions to many problems that people could hardly solve in the past. The availability of large amounts of data, powerful processing architectures, and easy-to-use software frameworks have made machine learning a popular, readily available, and affordable option in many different domains and contexts. However, the development and maintenance of production-level machine learning systems have proven to be quite challenging, as these activities require an engineering approach and solid best practices. Software engineering offers a mature development process and best practices for conventional software systems, but some of them are not directly applicable to the new programming paradigm imposed by machine learning. The same applies to the requirements engineering best practices. Therefore, this article provides an overview of the requirements engineering challenges in the development of machine learning systems that have been reported in the research literature, along with their proposed solutions. Furthermore, it presents our approach to overcoming those challenges in the form of a case study. Through this mixed-method study, the article tries to identify the necessary adjustments to (1) the best practices for conventional requirements engineering and (2) the conventional understanding of certain types of requirements to better fit the specifics of machine learning. Moreover, the article tries to emphasize the relevance of properly conducted requirements engineering activities in addressing the complexity of machine learning systems, as well as to motivate further discussion on the requirements engineering best practices in developing such systems.",A. Gjorgjevikj; K. Mishev; L. Antovski; D. Trajanov,2023,True,True,True,7.0,7.0,7.0
979-8-3503-4235-2,2376-9521,Advancing MLOps from Ad hoc to Kaizen,"Companies across various domains increasingly adopt Machine Learning Operations (MLOps) as they recognise the significance of operationalising ML models. Despite growing interest from practitioners and ongoing research, MLOps adoption in practice is still in its initial stages. To explore the adoption of MLOps, we employ a multi-case study in seven companies. Based on empirical findings, we propose a maturity model outlining the typical stages companies undergo when adopting MLOps, ranging from Ad hoc to Kaizen. We identify five dimensions associated with each stage of the maturity model as part of our MLOps framework. We also map these seven companies to the identified stages in the maturity model. Our study serves as a roadmap for companies to assess their current state of MLOps, identify gaps and overcome obstacles to successfully adopting MLOps.",M. M. John; D. Gillblad; H. H. Olsson; J. Bosch,2023,False,False,False,7.0,6.0,6.0
978-1-7281-9146-1,,Teaching Reform of Software Engineering Course Based on Computational Thinking,"For students majored in computer science, the ability to have computational thinking is an essential skill. Facilitating computational thinking cannot only help students understand the professional knowledge and principles of computer, but also bring new ideas to addressing complex problems, therefore, many colleges and universities have carried out computer professional curriculum reform based on computational thinking. Due to the high degree of abstraction of computational thinking, traditional teaching methods will cause students to understand computational thinking only at the conceptual level, and cannot realize the flexible use of computational thinking concepts. This study takes the software engineering course as an example to explain how to integrate the concepts of computational thinking into the original courses. The goal is to enable students to understand software engineering contents problems from the perspective of problem-solving.",X. Dong; J. Jia,2020,False,False,False,1.0,1.0,1.0
979-8-3315-3709-8,2832-7578,How Do Computer Science Students Perceive Self-Study with Open-Source Repositories for Building AI/ML Systems?,"The world of software development has fundamentally changed because of the explosive growth of opensource repositories in recent years. Open-source repositories have become a valuable tool for software developers and researchers because they are free and usually easy to use. Likewise, learning Artificial Intelligence (AI) and Machine Learning (ML) skills are in high demand, especially among software engineering students, as they increasingly require AI skills to drive innovation, solve complex problems, and remain competitive. There are several AI/ML open-source projects that contain code explanations, e.g., comments and/or documentation, making them potential educational tools. However, it is currently unclear how well AI novices can benefit from these resources. Hence, we studied how computer science bachelor students perceive self-study with open-source repositories to build more complex AI/ML systems to gauge the usefulness of these repositories. After a learning period, we surveyed the perception and learning outcomes from the viewpoint of 112 students. By analyzing the responses, we found that 75 % of the students stated that they could now build complex AI/ML systems if provided with enough documentation and descriptions and are motivated to work on them. While this indicates that learning or improving AI/ML skills via open-source repositories is promising, more research beyond self-reporting is needed.",A. Azamnouri; N. N. Koch; J. Bogner; S. Wagner,2025,True,False,True,7.0,2.0,2.0
979-8-3315-2948-2,2693-289X,Research on Defect Detection and Process Control of 3D Printing Mechanical System based on Artificial Intelligence,"With the rapid development of additive manufacturing (AM) technology, 3D printing has been widely used in industries such as industry, medicine, and aerospace. However, due to the complex manufacturing process and material uncertainty, defects are prone to occur during 3D printing, which in turn affects product quality. In recent years, the development of artificial intelligence (AI) technology has provided new solutions for defect detection and process control of 3D printing mechanical systems. This paper focuses on the research progress of 3D printing defect detection and process control based on artificial intelligence, and analyzes related technologies, challenges, and future development directions.",J. Xu,2025,False,False,False,2.0,2.0,2.0
979-8-3315-9544-9,2770-5226,Potential of Applying Artificial Intelligence in the Professional Education of Software Engineers,"This article explores the impact of artificial intelligence (AI) on software engineering workflows and the potential for its application in professional education. It analyzes the usage of AI tools for automating routine coding tasks and providing instant intelligent feedback. Explores cases of implementing AI assistants in evaluating students' code and teachers' role in quality control, ethical, and pedagogical support. Highlights the necessity of updating curricula, considering the transformation of the profession, the increasing demand for higher-level skills (system design, critical thinking, problem-solving), and changes in the role of the engineer in the context of collaboration with AI. It shows that a combination of pedagogical and technological solutions creates an effective model for training the new generation of software engineers.",O. Vetoshkin; O. Budnyk,2025,False,False,False,1.0,1.0,5.0
979-8-3503-0113-7,,Conceptualising Software Development Lifecycle for Engineering AI Planning Systems,"Given the prominence of AI planning in research and industry, the development of AI planning software and its integration into production architectures are becoming important. However, building and managing planning software is a complex and expertise-dependent process without methodological support that would ensure AI planning applications have high quality and industrial strength. To that end, we propose a lifecycle for developing AI planning systems that consists of ten phases related to the design, development, and operation of planning systems.",I. Georgievski,2023,True,False,False,7.0,6.0,5.0
979-8-3315-1361-0,,Exploring the Integration of Artificial Intelligence and Programming Education: A Practice-Oriented Study on the Development of Computational Thinking Based on Human-AI Co-Creation,"In the era of digital transformation, Computational Thinking (CT) has emerged as a core 21st-century competency, providing a systematic approach to problem-solving. Programming education is widely recognized as a key avenue for cultivating CT skills. However, current online programming platforms often fall short, facing challenges such as insufficient CT development, limited interactivity, and suboptimal learning outcomes. To address these issues, this study proposes the integration of Artificial Intelligence into instructional design to enhance the effectiveness of online programming education. Guided by the Human-AI Co-Creation Model, the research investigates the collaborative roles of educators and AI, and outlines a design framework for developing instructional content. Case studies demonstrate that this model significantly improves learners' computational thinking abilities and engagement, contributing to the advancement of teacher-AI collaborative systems in digital programming education.",Y. Zhuang; Y. Ji; Z. Huang; Y. Shang; X. Li; X. Su,2025,False,False,False,2.0,2.0,2.0
979-8-3315-3707-4,2832-7616,A First Look at AI Trends in Value-Aligned Software Engineering Publications: Human-LLM Insights,"Recent criticism of social media platforms by the U.S. Senate Judiciary Committee for neglecting child safety exemplifies how software can undermine human values. This is further complicated by the growing integration of Artificial Intelligence (AI) in software, which introduces inherent challenges such as biases and limited transparency. However, AI also presents opportunities to embed human values into software. To explore these opportunities, we have utilized the reasoning abilities of ChatGPT, a large language model (LLM), in combination with human expertise, to study the use of AI in publications that address human values, across some of the leading software engineering (SE) venues from 2022 to 2023. Our findings confirm the use of AI concepts - mainly General Machine Learning - in around 33 % of these valuealigned publications. The value alignments largely concern pragmatic aspects of Achievement and (personal) Security, while the majority of the values receive less attention. The socially focused values of Conformity and Tradition and the personally focused value of Hedonism are rarely addressed in the SE publications.",D. Mougouei; A. Azarnik; M. Fahmideh; E. Mougouei; H. K. Dam; A. A. Khan; S. Rafi; J. A. Khan; A. Ahmad,2025,True,False,True,6.0,2.0,5.0
978-1-6654-2705-0,,Towards MLOps: A Framework and Maturity Model,"The adoption of continuous software engineering practices such as DevOps (Development and Operations) in business operations has contributed to significantly shorter software development and deployment cycles. Recently, the term MLOps (Machine Learning Operations) has gained increasing interest as a practice that brings together data scientists and operations teams. However, the adoption of MLOps in practice is still in its infancy and there are few common guidelines on how to effectively integrate it into existing software development practices. In this paper, we conduct a systematic literature review and a grey literature review to derive a framework that identifies the activities involved in the adoption of MLOps and the stages in which companies evolve as they become more mature and advanced. We validate this framework in three case companies and show how they have managed to adopt and integrate MLOps in their large-scale software development companies. The contribution of this paper is threefold. First, we review contemporary literature to provide an overview of the state-of-the-art in MLOps. Based on this review, we derive an MLOps framework that details the activities involved in the continuous development of machine learning models. Second, we present a maturity model in which we outline the different stages that companies go through in evolving their MLOps practices. Third, we validate our framework in three embedded systems case companies and map the companies to the stages in the maturity model.",M. M. John; H. H. Olsson; J. Bosch,2021,True,True,False,7.0,7.0,5.0
979-8-4007-0591-5,,Innovating Translation: Lessons Learned from BWX Generative Language Engine,"The integration of Translation Management Systems (TMS) and Large Language Models (LLMs) has revolutionized the translation landscape, offering nuanced and culturally sensitive translations. This paper explores the lessons learned from developing the BWX Generative Language Engine, an award-winning Generative AI tool for translation, which exemplifies the application of generative AI in translation management. Lessons include the transformative impact of AI, the accelerated delivery of beta features with LLMs, and the strategic integration of enabling technologies. Additionally, insights are drawn from strategic testing for optimal model routing, caching mechanisms, fallbacks, and the importance of security and data policy awareness.CCS CONCEPTS• Information systems • Information systems applications • Computing platforms",V. Burégio; I. Pereira; H. Cabral,2024,False,False,False,6.0,6.0,3.0
979-8-3503-0432-9,,DevOps Practices Into Machine Learning,"All industrial machine learning (ML) projects have their ultimate objective to quickly develop and deploy ML solutions. However, a lot of machine learning projects are failing, and never reach production. In order to address these concerns, this paper aims to investigate how manual ML processes can be automated and operationalised so that more ML concept can be put into production. The advantages of DevOps automation and machine learning capabilities are now being combined by industries. MLOps is the name of this combination. Our analysis found that while there are some similar aspects in defining MLOps, still there is a lack of standardisation in the term, which can occasionally lead to misunderstandings and uncertainty. We carried out the research, which includes a review of the literature and an evaluation of the MLOps tools, to fill this gap. These investigations have led us to define MLOps and identify unresolved issues in the field. In addition to this, we offer a workflow-based summary of all essential components. Finally, this paper gives guidance for applying DevOps practises to machine learning for researchers and practitioners.",S. Jain; P. Kumar,2024,False,True,False,7.0,6.0,6.0
